age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_N,owns_car_Y,owns_house_N,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,credit_card_default
39,1.0,151055.92,3760.0,3.0,0.0,22804.79,42540.7,88,891.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,0.0,104253.0,2724.0,1.0,0.0,20987.16,12238.14,71,859.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,1.0,91515.6,688.0,2.0,0.0,8988.69,16603.23,40,924.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,1.0,473766.18,1896.0,3.0,1.0,56868.98,64019.13,17,655.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,0.0,118568.57,365252.0,1.0,0.0,26107.06,18904.0,2,773.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0.0,115302.62,365242.0,2.0,0.0,14852.93,34548.71,90,882.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,166097.78,5357.0,2.0,1.0,45788.77,26542.2,58,842.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0,306981.57,298.0,2.0,1.0,38935.02,50914.61,86,781.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,0.0,200564.92,1265.0,2.0,0.0,23203.81,61682.18,85,736.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.0,130697.82,1569.0,2.0,0.0,33078.75,26374.06,98,689.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,0.0,211992.82,137.0,2.0,0.0,52106.26,77216.42,9,691.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,395598.51,2010.0,2.0,0.0,15466.23,47704.85,11,846.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.0,191855.64,2492.0,3.0,1.0,9795.04,24683.29,9,895.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,0.0,446044.02,547.0,1.0,0.0,41676.57,54318.72,71,766.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0,133576.78,11062.0,1.0,0.0,27187.74,46935.89,68,699.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,251840.05,365249.0,1.0,0.0,26073.76,87391.38,24,748.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,1.0,124829.2,2391.0,2.0,0.0,7331.81,40162.92,29,729.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0.0,94843.04,365246.0,2.0,0.0,25312.81,10669.77,29,904.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,81935.46,1049.0,2.0,0.0,26053.21,18315.88,11,656.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,1.0,86188.25,539.0,3.0,0.0,8475.51,21497.33,17,660.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,0.0,459585.99,336.0,2.0,0.0,70905.55,99647.53,82,793.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,0.0,51566.02,2224.0,2.0,0.0,12087.83,5979.85,81,818.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,1.0,103155.23,382.0,3.0,0.0,10474.58,13132.42,92,756.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0,191989.78,1738.0,1.0,0.0,29306.98,31827.68,66,773.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,0.0,119780.54,585.0,1.0,0.0,12463.6,22407.57,59,860.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0.0,142951.29,349.0,2.0,0.0,23203.32,26698.16,61,758.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,100016.95,3886.0,2.0,0.0,34635.91,36521.03,78,703.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,0.0,141305.29,954.0,2.0,0.0,31237.73,23564.59,5,910.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2.0,79667.92,4237.0,4.0,0.0,8981.99,17887.22,11,763.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0,109103.98,365246.0,2.0,0.0,39219.87,13783.21,19,899.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0.0,195419.82,1918.0,2.0,0.0,30906.02,36046.03,83,527.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,0.0,245166.8,365242.0,2.0,0.0,27602.82,43091.51,43,936.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.0,168286.58,8896.0,2.0,0.0,14501.43,34182.62,86,787.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0,262593.58,6093.0,2.0,0.0,44679.08,50230.7,58,679.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0,233616.26,10229.0,2.0,0.0,60236.58,46526.7,39,717.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0,520825.48,8435.0,1.0,0.0,34469.61,90249.12,79,921.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0.0,101611.66,503.0,2.0,0.0,18974.81,20651.98,38,904.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,0.0,198964.03,430.0,1.0,0.0,33110.25,24615.18,48,708.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2.0,176905.38,646.0,4.0,0.0,33184.2,34594.55,6,817.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.0,137115.23,1831.0,1.0,0.0,29518.39,26766.89,52,941.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,1.0,171061.09,368.0,3.0,0.0,17241.26,58736.87,99,644.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,0.0,170183.84,3282.0,1.0,0.0,15666.48,21260.41,37,675.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,0.0,222299.0,920.0,2.0,0.0,10548.82,34065.48,20,670.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,284058.53,2924.0,1.0,1.0,63731.21,92499.04,75,908.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,0.0,100034.38,365248.0,2.0,0.0,9151.23,25155.5,40,884.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,145469.41,426.0,2.0,0.0,19036.5,47010.53,71,827.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,0.0,200889.92,4086.0,1.0,0.0,46829.86,31778.3,81,792.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,1.0,295551.87,4832.0,3.0,0.0,59990.82,58315.92,21,727.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0.0,145858.93,144.0,1.0,0.0,26691.37,35755.27,8,670.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,0.0,142424.0,235.0,1.0,1.0,18011.35,26842.62,47,689.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,133966.03,990.0,2.0,0.0,13839.25,29781.22,36,700.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0.0,144987.93,365251.0,2.0,0.0,13665.74,41738.99,66,713.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,1.0,178671.88,1121.0,2.0,0.0,26305.59,33054.59,75,654.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0,149984.95,10129.0,2.0,1.0,35073.64,42084.32,3,859.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,0.0,51327.25,365240.0,2.0,0.0,21111.59,9164.0,81,706.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,0.0,199830.63,365250.0,2.0,0.0,18533.75,27557.56,31,710.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1.0,221954.04,518.0,3.0,1.0,29271.48,40669.35,15,901.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0,151068.9,365240.0,2.0,0.0,27638.04,24249.26,37,923.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,3.0,86107.07,1228.0,5.0,1.0,32141.99,10323.99,52,824.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,0.0,170216.61,668.0,1.0,0.0,19809.75,33720.81,46,948.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,1.0,317122.61,5134.0,3.0,0.0,57733.1,50457.23,69,801.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,0.0,243255.63,5140.0,2.0,0.0,49926.81,29080.34,97,726.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,0.0,101694.95,2113.0,2.0,1.0,9802.06,27310.16,61,881.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,0.0,160330.63,365241.0,2.0,0.0,31366.09,35569.91,91,787.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0.0,155798.13,3330.0,2.0,0.0,29007.37,38633.63,29,773.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.0,130689.66,536.0,2.0,0.0,12750.45,47747.17,45,901.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1.0,226219.75,3101.0,3.0,0.0,13200.41,39624.92,6,724.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,80021.68,1278.0,2.0,0.0,12495.68,18518.71,52,690.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,0.0,46075.98,365243.0,2.0,0.0,9479.68,10923.97,27,829.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,0.0,291900.56,365243.0,2.0,0.0,56044.8,96395.97,79,700.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,379353.34,2232.0,2.0,0.0,29810.56,56154.48,75,731.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,0.0,294596.31,4953.0,2.0,0.0,54179.81,62913.75,24,672.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,0.0,158867.84,861.0,2.0,0.0,28196.29,18725.47,85,790.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,286783.22,5702.0,2.0,0.0,36200.97,79630.8,81,903.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1.0,243395.03,624.0,3.0,1.0,56202.75,89540.27,46,782.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,1.0,1020334.28,5016.0,3.0,0.0,137691.71,194330.77,54,744.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,0.0,206085.89,1066.0,1.0,0.0,33082.68,68943.29,6,942.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,2.0,168825.12,4310.0,4.0,0.0,17398.47,23146.46,11,820.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.0,130337.79,365247.0,1.0,0.0,6165.22,18130.21,26,943.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1.0,83156.67,4752.0,3.0,0.0,9279.97,18842.61,97,933.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.0,195084.4,365249.0,2.0,0.0,29468.71,55428.44,13,764.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0.0,143617.54,8233.0,2.0,0.0,15845.36,22903.83,66,872.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,222140.2,365250.0,2.0,0.0,14301.12,40849.04,15,935.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,4.0,294847.19,1592.0,6.0,1.0,55595.68,74421.69,75,866.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0,457481.65,1596.0,2.0,1.0,43843.64,84089.53,61,718.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,0.0,262822.41,8613.0,1.0,0.0,7686.46,57078.42,93,679.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,0.0,140239.35,365250.0,2.0,0.0,27786.29,15741.82,59,768.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,0.0,181141.17,2980.0,2.0,0.0,16250.04,46574.92,80,611.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,1.0,180606.56,3465.0,3.0,1.0,29455.66,45843.76,17,852.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,197839.41,1543.0,1.0,0.0,42611.79,33497.5,61,849.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,0.0,121639.17,474.0,2.0,1.0,19817.79,26108.41,76,758.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,0.0,58680.96,365246.0,2.0,0.0,20633.23,14724.4,69,694.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0.0,106228.25,5360.0,1.0,0.0,12088.47,25248.95,21,817.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0.0,160960.78,2233.0,3.0,0.0,25440.37,47756.72,39,651.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,0.0,86249.05,365250.0,2.0,0.0,31120.81,13474.38,25,783.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,73336.84,857.0,2.0,0.0,19709.22,13022.52,14,813.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,0.0,167592.81,926.0,2.0,0.0,23223.7,31852.99,32,713.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0.0,79690.15,365242.0,2.0,0.0,28447.4,12943.72,10,798.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,2.0,79846.18,454.0,4.0,0.0,23176.25,13446.18,40,797.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,1.0,153440.4,1845.0,3.0,0.0,52009.35,26745.67,16,870.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0,206316.52,958.0,2.0,0.0,42411.64,77486.24,27,783.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1.0,109112.58,671.0,3.0,0.0,24420.87,13384.46,26,853.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0,292692.88,955.0,1.0,1.0,34892.81,68398.92,74,761.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1.0,160309.4,1318.0,3.0,0.0,50039.35,54861.96,34,765.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0.0,230587.56,365246.0,2.0,0.0,44249.74,27893.08,22,828.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,1.0,165037.74,700.0,3.0,0.0,42512.48,33590.78,12,776.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1.0,254906.55,4334.0,3.0,0.0,49704.34,45778.37,35,772.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,1.0,226891.46,1037.0,3.0,0.0,28395.88,23914.04,70,894.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2.0,350173.53,3649.0,4.0,0.0,40231.57,116662.19,68,735.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0.0,249904.16,4877.0,1.0,1.0,32421.54,71670.8,57,783.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,0.0,220026.71,1757.0,2.0,0.0,7709.77,37966.97,72,926.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,1.0,389581.52,1688.0,3.0,1.0,47183.45,56416.79,31,785.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.0,250358.85,947.0,3.0,0.0,37384.34,62398.65,43,704.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,0.0,341356.61,365251.0,2.0,0.0,47910.56,92166.42,29,867.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0.0,179486.97,1181.0,1.0,0.0,47257.16,65553.16,71,702.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0,430457.23,926.0,4.0,0.0,16138.96,126537.46,62,739.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3.0,227749.39,1913.0,5.0,0.0,29207.6,42569.84,52,700.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,0.0,276503.62,2295.0,2.0,1.0,10049.12,32544.9,13,722.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,0.0,155186.05,882.0,2.0,1.0,11105.51,31321.41,79,920.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,2.0,129380.08,2485.0,4.0,1.0,31470.49,23682.64,85,823.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,0.0,127868.1,365246.0,2.0,0.0,18768.73,39388.8,78,694.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
53,0.0,315032.85,4205.0,2.0,0.0,72366.51,55250.35,29,932.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,0.0,191410.1,365242.0,2.0,0.0,24238.19,28911.04,49,941.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,0.0,158996.05,365248.0,1.0,0.0,30073.84,40068.4,97,752.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,0.0,322900.98,3102.0,2.0,0.0,20099.14,39618.12,74,879.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0,971500.68,1890.0,2.0,0.0,72419.4,202961.6,91,883.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1.0,232080.03,1264.0,3.0,0.0,9801.66,52478.68,2,862.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,0.0,188390.86,365245.0,1.0,0.0,15113.64,22588.23,40,796.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,0.0,169444.34,138.0,4.0,0.0,39334.15,28667.84,43,876.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,0.0,227683.32,365245.0,2.0,0.0,31733.04,48634.79,90,695.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0.0,76723.04,1675.0,2.0,0.0,34981.51,18255.05,44,847.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,319742.69,8857.0,1.0,0.0,70604.95,65592.52,82,691.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0,96048.04,3019.0,1.0,0.0,19165.84,19076.1,17,801.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,161033.45,262.0,2.0,0.0,45063.39,30164.79,5,902.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,198178.08,365242.0,1.0,0.0,57552.1,75964.72,4,817.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0.0,197987.22,518.0,2.0,0.0,31434.55,25011.6,97,821.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,0.0,90289.37,365245.0,2.0,0.0,55452.25,22699.35,95,566.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30,1.0,128615.94,730.0,3.0,0.0,15265.22,47062.71,94,682.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,2.0,95663.47,3215.0,4.0,0.0,17700.1,16365.64,86,501.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
